COMBUSTIBLE,ESTADO,FECHA_DE_REGISTRO,CLASE,SERVICIO,MUNICIPIO,DEPARTAMENTO,CANTIDAD
DIESEL,ACTIVO,1954,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1954,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,10
DIESEL,ACTIVO,1954,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,18
DIESEL,ACTIVO,1954,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,20
GASOLINA,ACTIVO,1954,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,5
GASOLINA,ACTIVO,1954,MICROBUS,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1954,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,AUTOMOVIL,PARTICULAR,SABANETA,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,CAMIONETA,PARTICULAR,SABANETA,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,CAMPERO,PARTICULAR,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1955,CAMION,PARTICULAR,BARBOSA,ANTIOQUIA,2
GASOLINA,ACTIVO,1955,CAMPERO,PARTICULAR,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1955,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,2
DIESEL,ACTIVO,1955,VOLQUETA,PÚBLICO,BARBOSA,ANTIOQUIA,2
DIESEL,ACTIVO,1955,CAMION,PARTICULAR,BELLO,ANTIOQUIA,4
GASOLINA,ACTIVO,1955,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1955,CAMION,PÚBLICO,BELLO,ANTIOQUIA,3
DIESEL,ACTIVO,1955,VOLQUETA,PÚBLICO,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1955,CAMION,PARTICULAR,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1955,VOLQUETA,PARTICULAR,COPACABANA,ANTIOQUIA,2
DIESEL,ACTIVO,1955,CAMION,PÚBLICO,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1955,VOLQUETA,PÚBLICO,COPACABANA,ANTIOQUIA,1
GASOLINA,ACTIVO,1955,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,2
DIESEL,ACTIVO,1955,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1955,CAMIONETA,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1955,CAMIONETA,PÚBLICO,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1955,CAMIONETA,PARTICULAR,GIRARDOTA,ANTIOQUIA,2
DIESEL,ACTIVO,1955,VOLQUETA,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1955,CAMION,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1955,VOLQUETA,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1955,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,24
DIESEL,ACTIVO,1955,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,11
GASOLINA,INCONSISTENTE,1955,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1955,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,10
GASOLINA,ACTIVO,1955,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,6
GASOLINA,ACTIVO,1955,AUTOMOVIL,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1955,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,12
GASOLINA,ACTIVO,1955,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,5
DIESEL,ACTIVO,1955,VOLQUETA,PÚBLICO,ITAGUI,ANTIOQUIA,2
GASOLINA,INCONSISTENTE,1955,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,16
GASOLINA,ACTIVO,1955,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,500
DIESEL,INCONSISTENTE,1955,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1955,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,11
DIESEL,ACTIVO,1955,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,52
DIESEL,INCONSISTENTE,1955,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1955,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,6
GASOLINA,ACTIVO,1955,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,174
GASOLINA,INCONSISTENTE,1955,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,5
GASOLINA,ACTIVO,1955,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,25
GASOLINA,ACTIVO,1955,MICROBUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1955,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,9
DIESEL,ACTIVO,1955,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1955,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,8
DIESEL,ACTIVO,1955,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,23
DIESEL,INCONSISTENTE,1955,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1955,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,18
GASOLINA,ACTIVO,1955,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,7
DIESEL,ACTIVO,1955,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,7
GASOLINA,ACTIVO,1955,CAMPERO,PARTICULAR,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1955,BUS,PÚBLICO,SABANETA,ANTIOQUIA,2
DIESEL,ACTIVO,1956,VOLQUETA,PARTICULAR,BARBOSA,ANTIOQUIA,3
DIESEL,ACTIVO,1956,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,5
DIESEL,ACTIVO,1956,VOLQUETA,PÚBLICO,BARBOSA,ANTIOQUIA,2
GASOLINA,ACTIVO,1956,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,3
DIESEL,ACTIVO,1956,CAMION,PARTICULAR,BELLO,ANTIOQUIA,3
DIESEL,ACTIVO,1956,VOLQUETA,PARTICULAR,BELLO,ANTIOQUIA,2
DIESEL,ACTIVO,1956,CAMION,PÚBLICO,BELLO,ANTIOQUIA,2
DIESEL,ACTIVO,1956,VOLQUETA,PÚBLICO,BELLO,ANTIOQUIA,2
GASOLINA,ACTIVO,1956,CAMIONETA,PARTICULAR,CALDAS,ANTIOQUIA,1
DIESEL,ACTIVO,1956,CAMION,PÚBLICO,COPACABANA,ANTIOQUIA,2
DIESEL,ACTIVO,1956,VOLQUETA,PÚBLICO,COPACABANA,ANTIOQUIA,2
GASOLINA,ACTIVO,1956,CAMIONETA,OFICIAL,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1956,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1956,BUS,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1956,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,3
GASOLINA,ACTIVO,1956,CAMIONETA,PARTICULAR,ENVIGADO,ANTIOQUIA,4
DIESEL,ACTIVO,1956,VOLQUETA,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1956,BUS,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1956,CAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1956,CAMIONETA,PÚBLICO,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1956,CAMPERO,PÚBLICO,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1956,TRACTOCAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1956,VOLQUETA,PÚBLICO,ENVIGADO,ANTIOQUIA,2
DIESEL,ACTIVO,1956,CAMION,PARTICULAR,GIRARDOTA,ANTIOQUIA,3
GASOLINA,ACTIVO,1956,CAMIONETA,PARTICULAR,GIRARDOTA,ANTIOQUIA,3
DIESEL,ACTIVO,1956,CAMION,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1956,VOLQUETA,PÚBLICO,GIRARDOTA,ANTIOQUIA,2
GASOLINA,ACTIVO,1956,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,12
DIESEL,ACTIVO,1956,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,13
GASOLINA,ACTIVO,1956,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,12
GASOLINA,ACTIVO,1956,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1956,VOLQUETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1956,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,10
GASOLINA,ACTIVO,1956,CAMPERO,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1956,VOLQUETA,PÚBLICO,ITAGUI,ANTIOQUIA,6
GASOLINA,ACTIVO,1956,AUTOMOVIL,OFICIAL,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1956,CAMIONETA,OFICIAL,MEDELLIN,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1956,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,14
GASOLINA,ACTIVO,1956,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,466
DIESEL,INCONSISTENTE,1956,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1956,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,16
DIESEL,ACTIVO,1956,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,82
DIESEL,INCONSISTENTE,1956,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,6
GASOLINA,ACTIVO,1956,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,209
GASOLINA,INCONSISTENTE,1956,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,8
GASOLINA,INCONSISTENTE,1956,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1956,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,25
GASOLINA,ACTIVO,1956,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1956,TRACTOCAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1956,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1956,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,7
DIESEL,ACTIVO,1956,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,46
DIESEL,ACTIVO,1956,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,30
GASOLINA,ACTIVO,1956,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1956,TRACTOCAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1956,CAMIONETA,PARTICULAR,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1956,CAMION,PÚBLICO,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1957,CAMION,PARTICULAR,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1957,VOLQUETA,PARTICULAR,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1957,CAMION,PÚBLICO,COPACABANA,ANTIOQUIA,1
GASOLINA,ACTIVO,1957,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,2
GASOLINA,ACTIVO,1957,CAMIONETA,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1957,BUS,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1957,VOLQUETA,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1957,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,5
DIESEL,ACTIVO,1957,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1957,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1957,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1957,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1957,VOLQUETA,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1957,CAMIONETA,OFICIAL,MEDELLIN,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1957,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,9
GASOLINA,ACTIVO,1957,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,224
DIESEL,ACTIVO,1957,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,5
DIESEL,ACTIVO,1957,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,22
DIESEL,INCONSISTENTE,1957,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1957,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,105
GASOLINA,INCONSISTENTE,1957,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1957,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,8
GASOLINA,ACTIVO,1957,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,4
DIESEL,ACTIVO,1957,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1957,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,2
DIESEL,ACTIVO,1957,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,15
DIESEL,ACTIVO,1957,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,13
GASOLINA,ACTIVO,1957,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,5
DIESEL,ACTIVO,1957,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,4
DIESEL,INCONSISTENTE,1958,BUS,PÚBLICO,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1958,CAMION,PARTICULAR,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1958,BUS,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1958,CAMPERO,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1958,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,5
DIESEL,ACTIVO,1958,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1958,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,7
DIESEL,ACTIVO,1958,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1958,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1958,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,212
GASOLINA,INCONSISTENTE,1958,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,7
DIESEL,ACTIVO,1958,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,4
DIESEL,ACTIVO,1958,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,37
DIESEL,INCONSISTENTE,1958,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1958,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,94
GASOLINA,INCONSISTENTE,1958,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1958,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,11
GASOLINA,ACTIVO,1958,MICROBUS,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1958,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,3
DIESEL,ACTIVO,1958,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1958,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,4
DIESEL,ACTIVO,1958,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,21
DIESEL,ACTIVO,1958,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1958,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1958,CAMPERO,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1958,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1958,AUTOMOVIL,PARTICULAR,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1958,CAMION,PÚBLICO,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1959,CAMION,PARTICULAR,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,1959,CAMIONETA,PARTICULAR,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1959,CAMION,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1959,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1959,CAMION,PÚBLICO,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1959,CAMION,PÚBLICO,COPACABANA,ANTIOQUIA,2
GASOLINA,ACTIVO,1959,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1959,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,2
GASOLINA,ACTIVO,1959,CAMIONETA,PARTICULAR,ENVIGADO,ANTIOQUIA,2
DIESEL,ACTIVO,1959,BUS,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1959,CAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,3
DIESEL,ACTIVO,1959,CAMION,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1959,CAMIONETA,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1959,CAMION,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1959,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,4
GASOLINA,ACTIVO,1959,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,15
GASOLINA,INCONSISTENTE,1959,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1959,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,4
DIESEL,ACTIVO,1959,VOLQUETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1959,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,6
GASOLINA,ACTIVO,1959,CAMIONETA,PARTICULAR,LA ESTRELLA,ANTIOQUIA,1
GASOLINA,ACTIVO,1959,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,168
GASOLINA,INCONSISTENTE,1959,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,3
DIESEL,ACTIVO,1959,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,7
GASOLINA,ACTIVO,1959,BUSETA,PARTICULAR,MEDELLIN,ANTIOQUIA,2
DIESEL,INCONSISTENTE,1959,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,4
DIESEL,ACTIVO,1959,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,38
GASOLINA,INCONSISTENTE,1959,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1959,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,142
GASOLINA,ACTIVO,1959,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,21
GASOLINA,INCONSISTENTE,1959,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1959,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,4
DIESEL,ACTIVO,1959,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1959,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,3
DIESEL,INCONSISTENTE,1959,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1959,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,23
DIESEL,ACTIVO,1959,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,10
GASOLINA,ACTIVO,1959,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,5
DIESEL,ACTIVO,1959,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1959,CAMION,PARTICULAR,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1960,CAMION,PARTICULAR,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1960,BUS,PÚBLICO,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1960,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,6
DIESEL,ACTIVO,1960,VOLQUETA,PÚBLICO,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1960,CAMION,PARTICULAR,BELLO,ANTIOQUIA,4
GASOLINA,ACTIVO,1960,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1960,CAMPERO,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1960,CAMION,PÚBLICO,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1960,VOLQUETA,PÚBLICO,BELLO,ANTIOQUIA,3
DIESEL,ACTIVO,1960,BUS,PÚBLICO,CALDAS,ANTIOQUIA,1
DIESEL,ACTIVO,1960,CAMION,PARTICULAR,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1960,CAMION,PÚBLICO,COPACABANA,ANTIOQUIA,2
GASOLINA,ACTIVO,1960,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,3
DIESEL,ACTIVO,1960,BUS,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1960,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1960,CAMIONETA,PARTICULAR,ENVIGADO,ANTIOQUIA,2
GASOLINA,INCONSISTENTE,1960,CAMPERO,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1960,VOLQUETA,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1960,CAMIONETA,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1960,VOLQUETA,PÚBLICO,ENVIGADO,ANTIOQUIA,2
GASOLINA,ACTIVO,1960,CAMIONETA,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1960,CAMPERO,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1960,VOLQUETA,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1960,BUS,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1960,CAMION,PÚBLICO,GIRARDOTA,ANTIOQUIA,4
GASOLINA,ACTIVO,1960,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,7
DIESEL,ACTIVO,1960,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,9
GASOLINA,ACTIVO,1960,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,19
GASOLINA,ACTIVO,1960,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,3
DIESEL,ACTIVO,1960,VOLQUETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1960,BUS,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1960,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,12
GASOLINA,ACTIVO,1960,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1960,TRACTOCAMION,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1960,VOLQUETA,PÚBLICO,ITAGUI,ANTIOQUIA,4
DIESEL,ACTIVO,1960,VOLQUETA,PARTICULAR,LA ESTRELLA,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1960,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1960,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,357
DIESEL,INCONSISTENTE,1960,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1960,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,14
GASOLINA,ACTIVO,1960,BUSETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1960,BUSETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,INCONSISTENTE,1960,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,4
DIESEL,ACTIVO,1960,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,56
GASOLINA,ACTIVO,1960,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,201
GASOLINA,INCONSISTENTE,1960,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,6
GASOLINA,INCONSISTENTE,1960,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,5
GASOLINA,ACTIVO,1960,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,45
GASOLINA,ACTIVO,1960,MICROBUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1960,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,3
DIESEL,ACTIVO,1960,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1960,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,4
DIESEL,ACTIVO,1960,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,36
DIESEL,INCONSISTENTE,1960,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1960,BUSETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1960,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,30
DIESEL,INCONSISTENTE,1960,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,2
